Year,ID Type,Primary Concentration,Secondary Concentration,Language,Secondary Languages,Programming Experience,Coding Frequency,Programming Comfort,Design Comfort,Computer Types,Operating Systems 1,Operating Systems 2,Operating Systems 3,Operating Systems 4,Gender,Age,State,Country,Combined Address
2013,Harvard College,Computer Science,N/A,PHP,"C, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,4,2,Desktop,Mac OS,,,,Male,18 to 24,,,"Atlanta, Georgia"
2013,DCE,Information Management Systems,n/a,PHP,"JavaScript, HTML / CSS, PHP",1 to 3 years,Less than once per month,4,3,Laptop,Windows 7,,,,Male,18 to 24,,,"Portsmouth, NH, USA"
2013,Harvard College,Instructional Design,none,VB / VBScript,"HTML / CSS, PHP, Python, SQL, VB / VBScript",1 to 3 years,Weekly,3,5,"Desktop, Laptop",Windows XP, Windows 7, Mac OS,,Male,25 to 44,,,"New York, NY"
2013,Harvard College,None- Taking through Extension school for fun!,None,Python,JavaScript,6 months to 1 year,Less than once per month,1,1,"Desktop, Laptop",Windows XP, Mac OS,,,Female,25 to 44,,,"Live in Somerville, MA and work in the Longwood Medical area"
2013,DCE,ALM in IT,none,C#,"C#, Java, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Daily,5,5,Laptop,Mac OS,,,,Male,25 to 44,,,"Brockton, MA, USA"
2013,Harvard College,Economics,Computer Science,C,"C, LISP, PHP, SQL",1 to 3 years,Less than once per month,3,2,Laptop,Mac OS,,,,Male,18 to 24,,,"New York, NY, USA"
2013,Harvard College,VES,Computer Science,C++,"C, C++, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Two or more times per month,3,4,"Desktop, Laptop",Mac OS,,,,Male,18 to 24,,,"Orinda, CA USA"
2013,DCE,Computer Science,none,HTML / CSS,Java,6 months to 1 year,Less than once per month,2,1,Laptop,Mac OS,,,,Male,25 to 44,,,"Turner, Maine"
2013,Harvard College,Psychology,Computer Science,JavaScript,"C, HTML / CSS, PHP, SQL",1 to 3 years,Two or more times per month,3,5,Laptop,Mac OS,,,,Male,18 to 24,,,"Wellsboro, PA"
2013,DCE,ALM in Information Technology,(none),JavaScript,"C, Java, HTML / CSS, Cache' ObjectScript",Over 3 years,Daily,5,2,Laptop,Windows 7, Mac OS,,,Female,45 to 64,,,"Newton MA, USA"
2013,Harvard College,Urban Planning and Design,Environmental Planning,VB / VBScript,"HTML / CSS, VB / VBScript",6 months to 1 year,Once per month,2,5,"Desktop, Laptop",Windows 7, Mac OS,,,Male,25 to 44,,,"Wilton, CT USA"
2013,Harvard College,Computer Science,Chemistry (Possibly),C,"C, Java, JavaScript, HTML / CSS, PHP, VB / VBScript, OCaml, and Objective-C",Over 3 years,Daily,5,2,Laptop,Windows 7, Mac OS, Linux / Unix,,Male,18 to 24,,,"Farmington Hills, MI, U.S.A"
2013,Harvard College,neurobiology,computer science,C,"C, JavaScript, HTML / CSS, PHP, Python",1 to 3 years,Less than once per month,3,2,Laptop,Windows 7,,,,Female,18 to 24,,,"Boston, MA, USA"
2013,Harvard College,Physics and Mathematics,Computer Science,PHP,"C, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Less than once per month,4,2,Laptop,Windows 7,,,,Male,18 to 24,,,"I have a lot, and I can't decide. Either:
1) Chandigarh, India
2) Vevey, Switzerland
3) Manila, The Philippines
4) Jakarta, Indonesia

I grew up all over the place. This question always confuses me."
2013,Harvard College,Economics,Computer Science,C,"JavaScript, Ruby",6 months to 1 year,Two or more times per month,3,1,Laptop,Mac OS,,,,Male,18 to 24,,,Israel!
2013,Harvard College,CS,N/A,Java,"C, HTML / CSS",6 months to 1 year,Weekly,3,2,Laptop,Windows 7, Mac OS,,,Male,18 to 24,,,"Los Angeles, CA"
2013,Harvard College,Economics,Computer Science,Python,"C, JavaScript, HTML / CSS, Python, SQL",Over 3 years,Daily,5,3,Laptop,Windows 8, Mac OS, Linux / Unix,,Male,18 to 24,,,"Mohegan Lake, NY USA"
2013,Harvard College,Human Evolutionary Biology,Computer Science (Hopefully),C,"HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,1,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Dallas, Texas"
2013,Harvard College,MCB,n/a,PHP,"C, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,4,3,Laptop,Windows 7,,,,Male,18 to 24,,,"Ann Arbor, MI - USA"
2013,Harvard College,MDesS Technology,none,C#,VB / VBScript,Less than 6 months,Weekly,2,5,"Desktop, Laptop",Windows 8, Mac OS,,,Male,18 to 24,,,"Diamond Bar, California, USA"
2013,DCE,CS,None,Java,"HTML / CSS, Python, Ruby",1 to 3 years,Weekly,4,3,"Desktop, Laptop",Windows XP, Mac OS,,,Male,25 to 44,,,"Otley, West Yorkshire, United Kingdom"
2013,DCE,Information Technology,"Japanese (B.A.), Philosophy (M.A.)",HTML / CSS,"BASIC, C, PHP, AS3",6 months to 1 year,Two or more times per month,3,4,Laptop,Windows 7,,,,Male,25 to 44,,,"Cambridge, MA USA"
2013,Harvard College,Neurobiology,Computer Science,Python,"C, JavaScript, HTML / CSS, PHP, Python",Over 3 years,Daily,5,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Baltimore, MD USA"
2013,DCE,Digital media arts and instructional design,none,HTML / CSS,"Java, JavaScript, PHP",6 months to 1 year,Weekly,2,4,"Desktop, Laptop",Windows 7, Mac OS,,,Female,18 to 24,,,"Watertown, MA USA"
2013,DCE,Computer Science,N/,C,"BASIC, C, C++, JavaScript, HTML / CSS, PHP, SQL",Over 3 years,Weekly,4,3,"Desktop, Laptop",Windows 7, Windows 8, Mac OS, Linux / Unix,,,,,"Los Angeles, California, USA"
2013,Harvard College,Statistics (PhD),-,C++,R,Over 3 years,Weekly,3,1,Laptop,Mac OS,,,,Female,25 to 44,,,"Mexico City, DF, Mexico"
2013,DCE,interactive media and computer science,mechatronics,C++,"C, C#, HTML / CSS, Python",Over 3 years,Daily,4,4,"Desktop, Laptop",Windows 7, Mac OS,,,Male,25 to 44,,,"Starnberg, Bavaria, Germany"
2013,Harvard College,Media Arts and Sciences,--,Python,"Java, JavaScript, HTML / CSS, SQL",1 to 3 years,Weekly,5,3,Laptop,Mac OS,,,,Female,,,,I am an MIT student that is looking into cross-registering for this class.
2013,Harvard College,Computer science,Statistics (?),Python,"C, C++, Java, HTML / CSS, Perl, PHP, Python, SQL",1 to 3 years,Weekly,4,3,"Desktop, Laptop",Mac OS, Linux / Unix,,,Female,18 to 24,,,"Athens, GA"
2013,Harvard College,doctoral candidate in Human Development and Education,n/a,HTML / CSS,"C#, HTML / CSS, SQL",1 to 3 years,Less than once per month,2,1,Laptop,Mac OS,,,,Female,25 to 44,,,"Cambridge, MA, USA"
2013,Harvard College,Computer Science,Visual & Environmental Studies,C,"JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Once per month,3,4,Laptop,Mac OS,,,,Female,18 to 24,,,"South San Francisco, California, USA"
2013,Harvard College,Psychology,Computer Science,JavaScript,"C, C++, Java, JavaScript, HTML / CSS, SQL",1 to 3 years,Less than once per month,2,1,Laptop,Mac OS,,,,Female,18 to 24,,,"San Antonio, TX, USA"
2013,DCE,BS in Political Science,none,Python,"C#, Perl, SQL, A little Processing/D3",1 to 3 years,Weekly,3,3,Laptop,Mac OS,,,,Male,25 to 44,,,"I live in the Back Bay in Boston and I work full-time in Somerville, MA."
2013,Harvard College,Economics,Computer Science,Python,"C, JavaScript, HTML / CSS, PHP, Python, SQL",6 months to 1 year,Two or more times per month,3,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Seoul, Korea"
2013,Harvard College,Neurobiology,CS or Gov,PHP,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Weekly,3,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Menlo Park, California, USA"
2013,DCE,computer science,economics,Ruby,"C, JavaScript, HTML / CSS, PHP, Ruby, SQL",6 months to 1 year,Daily,2,1,"Desktop, Laptop",Mac OS,,,,Male,18 to 24,,,I live in Cambridge
2013,Harvard College,Computer Science,Astrophysics,C,Ocaml,1 to 3 years,Weekly,3,2,Laptop,Mac OS,,,,Female,18 to 24,,,"San Francisco, CA 94118"
2013,Harvard College,Computer Science,none,JavaScript,"C, HTML / CSS, Ruby",1 to 3 years,Weekly,3,3,Laptop,Windows 7, Mac OS,,,Male,18 to 24,,,Rhode Island
2013,Harvard College,OEB,N/A,C,"HTML / CSS, PHP",Less than 6 months,Less than once per month,3,4,Laptop,Windows 7,,,,Male,18 to 24,,,"Philadelphia, PA / Long Valley, NJ"
2013,Harvard College,Computer Science,Economics,C,"C, JavaScript, HTML / CSS, PHP, Python, SQL",Less than 6 months,Weekly,3,1,Laptop,Mac OS,,,,Male,18 to 24,,,"Seoul, Korea"
2013,DCE,MS IT: Mathematics and computing,none,Java,"HTML / CSS, Perl, PHP, Python, SQL, R",1 to 3 years,Weekly,5,4,Laptop,Windows 7, Windows 8, Linux / Unix,,Male,25 to 44,,,"Tucson, Arizona, USA"
2013,Harvard College,Engineering Sciences SB,Economics,BASIC,"C, C++",Less than 6 months,Less than once per month,2,4,Laptop,Windows 7,,,,Female,18 to 24,,,"Ulaanbaatar, Mongolia"
2013,Harvard College,Chemical and Physical Biology,Computer Science,PHP,"C, JavaScript, HTML / CSS, PHP, SQL",6 months to 1 year,Daily,4,2,Laptop,Mac OS,,,,Male,18 to 24,,,"Brookfield, WI, USA"
2013,Harvard College,Economics,Computer Science,PHP,"C, HTML / CSS, PHP",Less than 6 months,Two or more times per month,1,1,Laptop,Mac OS,,,,Female,18 to 24,,,"Windsor, CA, USA"
2013,Harvard College,Economics,Computer Science,C,"HTML / CSS, PHP, SQL",Less than 6 months,Daily,2,4,Laptop,Mac OS,,,,Male,18 to 24,,,"Pawtucket, RI"
2013,Harvard College,Applied Math,Computer Science,C,"JavaScript, HTML / CSS, PHP, Python",1 to 3 years,Daily,3,4,Laptop,Windows 8, Mac OS,,,Male,18 to 24,,,"San Jose, CA"
2013,Harvard College,Applied Mathematics,Computer Science,Java,"C, Java, JavaScript, HTML / CSS, PHP, SQL, VB / VBScript",Over 3 years,Weekly,5,1,Laptop,Windows 7,,,,Male,18 to 24,,,"Los Angeles, CA"
2013,Harvard College,Neurobiology,Computer Science,C,"JavaScript, HTML / CSS, PHP",1 to 3 years,Two or more times per month,3,3,Laptop,Mac OS, Linux / Unix,,,Male,18 to 24,,,"Allston, Massachusetts, United States"
2013,Harvard College,"Fellow, WCFIA",None,Java,"BASIC, VB / VBScript",Less than 6 months,Less than once per month,2,1,Laptop,Windows 7, Mac OS,,,Male,25 to 44,,,"Virginia Beach, VA"
2013,Harvard College,Architecture M.Arch1,na,JavaScript,HTML / CSS,Less than 6 months,Less than once per month,2,5,"Desktop, Laptop",Windows 7,,,,Female,25 to 44,,,I live here in Somerville/Cambridge. My parents are in Macedonia.
2013,DCE,MAS,none,HTML / CSS,"C, Java, JavaScript, HTML / CSS, PHP",Over 3 years,Less than once per month,4,3,Laptop,Windows XP,,,,Female,25 to 44,,,"Wellesley, MA, USA"
2013,Harvard College,Computer Science,Mathematics,Ruby,"C, Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL, OCaml",1 to 3 years,Daily,5,2,Laptop,Windows 7, Linux / Unix,,,Male,18 to 24,,,"Chicago, Illinois"
2013,Harvard College,MDesS,Technology,C#,C#,6 months to 1 year,Two or more times per month,3,5,"Desktop, Laptop",Windows 7, Windows 8, Mac OS,,Male,18 to 24,,,"Annandale, NJ, USA"
2013,Harvard College,Computer Science,n/a,C,"C, Python, OCaml, Objective - C",1 to 3 years,Daily,4,1,Laptop,Mac OS,,,,Male,18 to 24,,,"wilmington, nc"
2013,Harvard College,History of Art and Architecture,Computer Science,C,"C, JavaScript, HTML / CSS, PHP, SQL, OCaml",1 to 3 years,Less than once per month,2,3,Laptop,Mac OS,,,,Female,18 to 24,,,"Yonkers, NY, USA"
2013,Harvard College,computer science,none,PHP,"Python, SQL",1 to 3 years,Daily,4,2,Laptop,Mac OS,,,,Male,18 to 24,,,"Saint-Bruno, Quebec, Canada"
2013,DCE,humanities,n/a,BASIC,"C, C++, Java, JavaScript, Python, SQL",Over 3 years,Daily,3,2,Laptop,Mac OS,,,,Male,25 to 44,,,"somerville, ma"
2013,DCE,n/a,n/a,Java,"C, C++, Java, JavaScript, HTML / CSS, Perl, SQL",Over 3 years,Daily,4,2,Laptop,Windows XP,,,,,,,,"Newton, MA USA"
2013,Harvard College,MDesS Technology,--,C#,"C#, Python",Less than 6 months,Weekly,3,5,Laptop,Windows 8, Mac OS,,,Female,25 to 44,,,"Philadelphia, PA, USA"
2013,Harvard College,Computer Science,None,Ruby,"C, C++, Java, JavaScript, HTML / CSS, PHP, Python, Ruby, SQL, many, many others",Over 3 years,Daily,5,3,Laptop,Mac OS, Linux / Unix,,,Male,18 to 24,,,"Andover, MA"
2013,Harvard College,"Technology and Policy, MIT",none,Python,"Java, SQL",1 to 3 years,Weekly,5,4,"Desktop, Laptop",Linux,,,,Male,25 to 44,,,"Boston, MIT.

Originally: Mauritius"
2013,Harvard College,Molecular and Cellular Biology,Economics,C,"JavaScript, HTML / CSS, Python",6 months to 1 year,Less than once per month,2,3,Laptop,Mac OS,,,,Female,18 to 24,,,"Sunnyvale, California, USA!"
2013,Harvard College,Computer Science,N/A,Java,"C, Java, HTML / CSS, Perl, Python, SQL",Over 3 years,Two or more times per month,4,1,Laptop,Mac OS,,,,Female,18 to 24,,,"New York City, NY, USA"
2013,Harvard College,Neurobiology,Computer Science,C,"HTML / CSS, SQL",Less than 6 months,Less than once per month,1,2,Laptop,Mac OS,,,,Male,18 to 24,,,"Atlantic City, New Jersey, USA"
2013,Harvard College,Physics,Computer Science,C,"HTML / CSS, PHP, SQL",Less than 6 months,Once per month,3,3,Laptop,Windows 7,,,,Male,18 to 24,,,"3769 Castlegate Drive, Atlanta, GA, Fulton Country"
2013,DCE,full-time professional taking CS courses thru the extension school,trying to figure out if I want to pursue a formal CS program,JavaScript,"C, JavaScript, HTML / CSS, PHP, SQL, R",Less than 6 months,Daily,3,3,Laptop,Windows 7, Linux / Unix,,,Male,25 to 44,,,"I live in Los Angeles, California."
2013,DCE,Digital Media Arts and Instructional Design,n/a,PHP,"C, Java, JavaScript, HTML / CSS, PHP",Over 3 years,Weekly,3,3,Laptop,Mac OS,,,,Female,25 to 44,,,"Boston, MA"
2013,Harvard College,Classics,Computer Science,JavaScript,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Weekly,2,3,Laptop,Windows 7,,,,Male,18 to 24,,,"Brunswick, Maine"
2013,Harvard College,Economics,N/A,C,"C, HTML / CSS, PHP, SQL",Less than 6 months,Once per month,1,1,Laptop,Mac OS,,,,Male,18 to 24,,,"Cresskill, NJ 07626
United States"
2013,DCE,ALM IT,None,Ruby,"C, C++, Java, JavaScript, HTML / CSS, Ruby",Over 3 years,Weekly,5,3,"Desktop, Laptop",Windows 7, Mac OS,,,Male,25 to 44,,,"Medford, MA"
2013,DCE,MDesS,Energy and Environments,BASIC,"C, C++",Less than 6 months,Daily,3,5,"Desktop, Laptop",Windows 7, Mac OS,,,Male,25 to 44,,,"New Delhi, INDIA"
2013,Harvard College,NA,NA,Java,"HTML / CSS, R",6 months to 1 year,Weekly,3,3,"Desktop, Laptop",Windows XP, Mac OS,,,Male,25 to 44,,,"91 Perkins Street #10, 
Somerville, MA, 02145"
2013,DCE,"IT, Software Engineering",None,Java,"JavaScript, HTML / CSS, PHP",1 to 3 years,Weekly,4,4,Laptop,Windows 7,,,,Female,25 to 44,,,"Columbus, Ohio, USA"
2013,DCE,Computer Science,none,Java,"JavaScript, HTML / CSS",1 to 3 years,Weekly,4,4,Laptop,Windows 7, Mac OS,,,Female,25 to 44,,,"Somerville, MA USA"
2013,Harvard College,Computer Science,Economics,BASIC,"C, Java, Python",6 months to 1 year,Weekly,2,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Prague, Czech Republic"
2013,DCE,ongoing personal education,n/a,Java,"C, C++, C#, Java, Perl",Over 3 years,Weekly,4,3,"Desktop, Laptop",Mac OS,,,,Male,25 to 44,,,"Waltham, MA, USA"
2013,DCE,Computer Science/HCI,none,Java,"C, C++",Over 3 years,Weekly,4,5,"Desktop, Laptop",Mac OS,,,,Female,45 to 64,,,"Boulder, Colorado"
2013,DCE,Sustainability and Environmental Management,Ecological management,Python,"Some R, if that counts.",Less than 6 months,Less than once per month,3,3,"Desktop, Laptop",Windows XP,,,,,,,,"Cambridge, MA"
2013,Harvard College,Psychology,N/A,C,HTML / CSS,Less than 6 months,Less than once per month,1,3,Laptop,Mac OS,,,,Female,18 to 24,,,"Braintree, MA, USA"
2013,DCE,Sustainability and Environmental Management,Ecological management,Python,"R, if that counts",Less than 6 months,Less than once per month,3,3,"Desktop, Laptop",Windows XP,,,,,,,,"Cambridge, MA"
2013,Harvard College,visual environmental studies,maybe computer science,C,"HTML / CSS, PHP",Less than 6 months,Two or more times per month,1,5,Laptop,Mac OS,,,,Male,18 to 24,,,"Palos Verdes, CA USA"
2013,Harvard College,Economics,Computer Science,C,"C, C++, JavaScript, HTML / CSS, PHP, Python",1 to 3 years,Once per month,3,2,"Desktop, Laptop",Windows 7, Mac OS, Linux / Unix,,Male,18 to 24,,,"Lexington, MA, USA"
2013,Harvard College,Psychology,n/a,C,"HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,2,1,Laptop,Mac OS,,,,Female,18 to 24,,,"Arlington, TX, USA"
2013,Harvard College,Computer Science,Economics,C,"JavaScript, PHP",1 to 3 years,Weekly,4,2,Laptop,Mac OS,,,,Male,18 to 24,,,"Wayland, MA, USA"
2013,DCE,Software Engineering,none,JavaScript,"C, HTML / CSS, PHP",1 to 3 years,Weekly,4,3,"Desktop, Laptop",Windows 7, Linux / Unix,,,Male,25 to 44,,,"Santa Ana, CA"
2013,Harvard College,Economics,Global Health and Health Policy,Java,"C, Java, JavaScript, HTML / CSS, PHP, Python",6 months to 1 year,Less than once per month,2,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Baton Rouge, Louisiana, USA"
2013,Harvard College,English,Computer Science,C,"C, JavaScript, HTML / CSS, PHP, Python, SQL",6 months to 1 year,Weekly,4,3,Laptop,Mac OS, Linux / Unix,,,Male,18 to 24,,,"Winthrop House.

I live in New York City at other times."
2013,DCE,ALM in IT (Digital Media),none,Java,"C++, Java, JavaScript, HTML / CSS, PHP, SQL, VB / VBScript",Over 3 years,Daily,5,3,"Desktop, Laptop",Windows XP, Windows 7,,,Male,25 to 44,,,"Alexandria, Virginia, USA."
2013,Harvard College,Applied Math,Economics,Java,"C, JavaScript, HTML / CSS, PHP",6 months to 1 year,Less than once per month,2,3,Laptop,Windows 8,,,,Male,18 to 24,,,"Annandale, VA, USA"
2013,Harvard College,CS,None,C,"BASIC, C, C++, Java, JavaScript, HTML / CSS, Python, Ruby, SQL, VB / VBScript",Over 3 years,Daily,5,3,"Desktop, Laptop",Windows 7, Linux / Unix,,,Male,18 to 24,,,"Bedford Hills, NY, USA"
2013,Harvard College,Engineering Sciences (SB),None,C,"HTML / CSS, PHP, Processing",6 months to 1 year,Two or more times per month,3,3,Laptop,Windows 7,,,,Male,18 to 24,,,"West Bloomfield, MI"
2013,Harvard College,Mathematics,Computer Science,Python,"C, C++, JavaScript, HTML / CSS, PHP, Python, Ruby, VB / VBScript",Over 3 years,Once per month,4,1,Laptop,Mac OS,,,,Male,18 to 24,,,"Enniskillen, County Fermanagh, Northern Ireland"
2013,Harvard College,Economics,Computer Science,PHP,C,Less than 6 months,Weekly,2,1,Laptop,Mac OS,,,,Female,18 to 24,,,"Syracuse, NY"
2013,Harvard College,Engineering Sciences,None,JavaScript,"C, HTML / CSS, PHP, SQL",Less than 6 months,Two or more times per month,2,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Salinas, CA 93907, USA"
2013,Harvard College,Computer Science,none,C,"C++, Java, JavaScript, HTML / CSS, PHP",1 to 3 years,Daily,4,5,Laptop,Mac OS,,,,Female,18 to 24,,,"Tucson, AZ, USA"
2013,DCE,Bachelor of Science in Statistics,None,Python,"C++, SQL",1 to 3 years,Weekly,4,1,"Desktop, Laptop",Windows 7, Windows 8,,,Male,25 to 44,,,"Framingham, MA"
2013,DCE,Computer Science,Bussines,Java,"Java, SQL",6 months to 1 year,Less than once per month,3,1,Laptop,Windows 7,,,,Male,25 to 44,,,"Lowell, ma, USA"
2013,Harvard College,Applied Math,Computer Science,JavaScript,"C, Java, JavaScript, HTML / CSS, PHP, SQL",1 to 3 years,Weekly,4,4,Laptop,Mac OS,,,,Male,18 to 24,,,Harvard dorm
2013,Harvard College,Economics,Computer Science,HTML / CSS,"C, Java, JavaScript, PHP",1 to 3 years,Less than once per month,3,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Tampa, Florida, USA"
2013,Harvard College,Computer Science and Mathematics (Joint),Economics,Python,"C, JavaScript, HTML / CSS",1 to 3 years,Two or more times per month,3,2,Laptop,Mac OS,,,,Male,18 to 24,,,"I live on campus, but during breaks I'm located in West Roxbury, MA USA"
2013,Harvard College,Engineering Sciences,Visual and Environmental Studies,C,HTML / CSS,Less than 6 months,Weekly,3,4,Laptop,Mac OS,,,,Female,18 to 24,,,"Silver Spring, MD, USA"
2013,Harvard College,economics,computer science,C,"HTML / CSS, PHP, SQL",1 to 3 years,Weekly,3,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Marietta, GA
United States"
2013,Harvard College,"Master in Design Studies, Technology Concentration",N/A,C#,"C#, JavaScript, HTML / CSS",Less than 6 months,Weekly,2,5,Laptop,Windows 7,,,,Female,18 to 24,,,"Beijing, China"
2013,Harvard College,"Engineering Sciences, S.B.",none,C,"C, JavaScript, PHP, SQL",6 months to 1 year,Two or more times per month,2,3,Laptop,Windows 7, Mac OS,,,Male,18 to 24,,,"Washington, DC, USA"
2013,Harvard College,Social Anthropology,Computer Science,BASIC,C++,Less than 6 months,Less than once per month,1,4,Laptop,Mac OS,,,,Female,18 to 24,,,"Milwaukee, Wisconsin, U.S."
2013,Harvard College,Economics,Computer Science,C,"HTML / CSS, PHP, SQL",Less than 6 months,Two or more times per month,1,1,Laptop,Mac OS,,,,Male,18 to 24,,,"Bakersfield, CA US"
2013,DCE,Computer Science,Cognitive Science,Python,"C, C++, C#, Python",Over 3 years,Weekly,5,3,"Desktop, Laptop",Windows 7, Linux / Unix,,,Male,Under 17,,,"I live in Orlando Fl, in the United States."
2013,Harvard College,Computer Science,Philosophy,C,Matlab,1 to 3 years,Two or more times per month,3,3,Laptop,Mac OS,,,,Female,18 to 24,,,"Los Angeles, CA"
2013,Harvard College,Statistics,Computer Science,Python,"C, HTML / CSS, PHP, Python, SQL",6 months to 1 year,Weekly,4,2,Laptop,Windows 7, Linux / Unix,,,Male,18 to 24,,,"Edina, MN. USA."
2013,DCE,ALM in Biotechnology,none,Python,"C, JavaScript, HTML / CSS, PHP, SQL",6 months to 1 year,Weekly,2,1,Laptop,Windows 7, Linux / Unix,,,Male,25 to 44,,,"Somerville, MA, USA"
2013,DCE,Computer Science,n/a,VB / VBScript,"C++, C#, Java, HTML / CSS",Over 3 years,Weekly,4,1,Laptop,Windows 7,,,,Male,25 to 44,,,"Hartsdale, New York, US (Near Manhattan)"
2013,DCE,Computer Science,Math,SQL,"C#, Java",Over 3 years,Daily,5,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Somerville, MA, 02143"
2013,Harvard College,mathematics,none,C,"C, HTML / CSS, PHP",Less than 6 months,Less than once per month,3,4,Laptop,Mac OS,,,,Male,18 to 24,,,Atlanta
2013,Harvard College,Computer Science,None,PHP,"C, Java, JavaScript, HTML / CSS, PHP",1 to 3 years,Two or more times per month,3,4,Laptop,Mac OS,,,,Male,18 to 24,,,"New York, NY"
2013,DCE,Management,None,HTML / CSS,JavaScript,Less than 6 months,Less than once per month,1,1,Desktop,Windows XP,,,,Female,25 to 44,,,"Cambridge, MA"
2013,Harvard College,Electrical Engineering,n/a,PHP,"C, Java, JavaScript",1 to 3 years,Weekly,4,3,Laptop,Mac OS,,,,Male,18 to 24,,,"Rockville, MD
USA"
2013,Harvard College,History of Science,Computer Science,C,"C, HTML / CSS, PHP, SQL",Less than 6 months,Two or more times per month,2,4,Laptop,Mac OS, Linux / Unix,,,Male,18 to 24,,,"Los Angeles, California, United States"
2013,Harvard College,Electrical Engineering,N/A,PHP,"HTML / CSS, PHP, SQL",Less than 6 months,Two or more times per month,2,4,Laptop,Windows 7, Mac OS, Linux / Unix,,Male,18 to 24,,,"Temecula, CA , USA"
2013,Harvard College,Computer Science and Statistics Joint Concentration,None,Python,"C, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,3,1,Laptop,Mac OS,,,,Male,18 to 24,,,"Boca Raton, Florida, United States"
2013,DCE,Biology,N/A,LISP,"C, Java, JavaScript, HTML / CSS, PHP, Python, SQL, Know well: Lua, Objective-C; Familiar: Bash; Some experience: Erlang, Factor, Prolog, etc.",Over 3 years,Weekly,4,3,Laptop,Windows 7, Mac OS,,,Male,25 to 44,,,"Somerville, MA 02144"
2013,Harvard College,Computer Science,None,C,"C, C++, Java, HTML / CSS, PHP, SQL",Over 3 years,Two or more times per month,4,2,Laptop,Windows 7,,,,Male,18 to 24,,,"Walpole, Massachusetts, USA"
2013,Harvard College,Applied Math,n/a,C,"JavaScript, PHP, SQL",6 months to 1 year,Once per month,3,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Mashpee, MA 02649"
2013,Harvard College,Computer Science,none,C,"JavaScript, HTML / CSS",6 months to 1 year,Weekly,2,3,Laptop,Mac OS,,,,Female,18 to 24,,,"Telford, Pennsylvania"
2013,Harvard College,Engineering Sciences,-,C,"C, JavaScript, HTML / CSS, SQL",Less than 6 months,Two or more times per month,3,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Palo Alto, CA, USA"
2013,DCE,Computer Science,Mathematics,C,"BASIC, C, JavaScript, HTML / CSS",6 months to 1 year,Two or more times per month,3,4,Laptop,Mac OS,,,,Female,18 to 24,,,"Garden City, KS, USA"
2013,Harvard College,economics,computer science,Python,C,Less than 6 months,Once per month,2,3,Laptop,Mac OS,,,,Male,18 to 24,,,New Jersey.
2013,DCE,IT,Software Engineering,PHP,"C, C#, Java, JavaScript, HTML / CSS, Perl, PHP, Python, SQL, TI BASIC, m code for MATLAB, a handful of other things",Over 3 years,Daily,5,3,Laptop,Mac OS,,,,Female,18 to 24,,,"Somerville, MA USA"
2013,Harvard College,Masters Public Policy,Business & Government Policy,Python,None,Less than 6 months,Less than once per month,1,3,Laptop,Mac OS,,,,Male,25 to 44,,,"Washington, D.C., USA"
2013,Harvard College,computer science,none,Ruby,"C, C#, Java, HTML / CSS, PHP, Python, Ruby",Over 3 years,Weekly,5,3,Laptop,Windows 8, Mac OS, Linux / Unix,,Female,18 to 24,,,"Bowling Green, KY, USA"
2013,Harvard College,History of Art and Architecture,Mind/Brain/Behavior,HTML / CSS,"C, JavaScript, HTML / CSS, PHP, SQL",Less than 6 months,Less than once per month,1,3,Laptop,Mac OS,,,,Female,18 to 24,,,"New York, USA"
2013,DCE,Digital Media and Instructional Design,none,HTML / CSS,"JavaScript, PHP, SQL",Over 3 years,Weekly,2,3,Laptop,Windows 7,,,,Female,25 to 44,,,"Boston, MA US"
2013,Harvard College,Computer Science,Linguistics,C,"C, JavaScript, HTML / CSS, PHP, Python, SQL",1 to 3 years,Weekly,3,2,Laptop,Mac OS,,,,Female,18 to 24,,,"Moraga, California, USA"
2013,DCE,Urban Planning,Transportation,Python,SQL,Less than 6 months,Once per month,3,1,Laptop,Windows 7,,,,Male,18 to 24,,,"Cambridge, MA, USA"
